Id,listing_id,listing_date,sale_date,is_renovated,amenity_score,OverallQual,OverallCond,GrLivArea,TotalBsmtSF,LotArea,property_age,years_since_remodel,total_baths,GarageCars,Fireplaces,dist_school_km,dist_hospital_km,dist_transit_km,renovation_cost_usd,local_interest_rate_pct,listing_month,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,CentralAir,sale_price,sale_price_market_adjusted,is_monitoring_stream
1150,L-001150,2009-05-12,2009-07-22,1,63.7,7,9,1482,650,9000,89,21,1.5,2,0,0.66,4.49,0.32,54600.0,5.06,5,OldTown,1Fam,2Story,TA,TA,Y,143000,143000,0
1262,L-001262,2009-05-12,2009-06-03,0,32.9,5,6,1050,1050,9600,53,53,1.0,1,0,2.95,1.69,2.27,0.0,5.06,5,NAmes,1Fam,1Story,TA,TA,Y,128900,128900,0
47,L-000047,2009-05-13,2009-08-19,0,31.6,7,5,2149,1434,12822,6,6,2.5,2,1,2.62,8.23,0.74,0.0,5.06,5,Mitchel,1Fam,1.5Fin,Gd,Gd,Y,239686,239686,0
859,L-000859,2009-05-13,2009-06-16,0,27.1,7,5,1370,1090,10400,33,33,2.0,2,1,3.12,3.26,3.03,0.0,5.06,5,NWAmes,1Fam,1Story,TA,TA,Y,152000,152000,0
1261,L-001261,2009-05-13,2009-06-14,0,28.0,6,5,1675,841,24682,10,10,2.5,2,1,4.54,1.75,2.95,0.0,5.06,5,Gilbert,1Fam,2Story,TA,TA,Y,181000,181000,0
505,L-000505,2009-05-14,2009-06-13,0,33.7,6,5,1322,855,2308,35,35,3.0,2,1,2.04,2.18,3.18,0.0,5.06,5,NPkVill,TwnhsE,2Story,TA,TA,Y,147000,147000,0
847,L-000847,2009-05-14,2009-07-25,0,34.8,7,5,1775,740,9317,16,16,3.5,2,1,1.64,2.18,4.86,0.0,5.06,5,SawyerW,1Fam,2Story,Gd,Gd,Y,213000,213000,0
895,L-000895,2009-05-15,2009-06-19,0,37.3,5,5,1535,0,7018,30,30,2.0,2,0,1.77,1.71,2.89,0.0,5.06,5,SawyerW,Duplex,1Story,TA,TA,Y,118858,118858,0
589,L-000589,2009-05-15,2009-06-21,1,20.4,5,8,1473,1437,25095,41,6,3.0,1,2,5.81,4.69,3.2,58900.0,5.06,5,ClearCr,1Fam,1Story,TA,Ex,Y,143000,143000,0
1362,L-001362,2009-05-15,2009-06-16,0,48.5,7,5,1530,1530,16158,4,4,3.0,2,1,0.68,6.86,0.68,0.0,5.06,5,StoneBr,1Fam,1Story,Gd,Gd,Y,260000,260000,0
672,L-000672,2009-05-16,2009-07-04,1,45.3,6,6,1369,672,6629,84,59,3.0,1,0,2.06,5.42,1.15,46000.0,5.06,5,Edwards,1Fam,2Story,TA,TA,N,103600,103600,0
1278,L-001278,2009-05-16,2009-06-18,1,21.9,6,5,1724,1680,17871,42,33,2.5,2,1,4.79,4.29,3.37,86900.0,5.06,5,NWAmes,1Fam,SLvl,TA,TA,Y,197900,197900,0
755,L-000755,2009-05-16,2009-07-11,1,31.6,6,8,1026,1026,7930,40,4,2.0,2,0,3.42,1.85,1.97,35400.0,5.06,5,NAmes,1Fam,1Story,TA,Gd,Y,156000,156000,0
931,L-000931,2009-05-17,2009-07-08,0,29.5,8,5,1466,1466,8925,2,2,2.0,3,0,2.18,3.15,4.6,0.0,5.06,5,Timber,1Fam,1Story,Gd,Gd,Y,201000,201000,0
1413,L-001413,2009-05-18,2009-06-13,1,32.1,4,5,1040,0,7200,60,59,2.0,2,0,3.38,1.78,1.92,22600.0,5.06,5,NAmes,Duplex,1Story,TA,TA,N,90000,90000,0
314,L-000314,2009-05-18,2009-06-18,0,27.7,7,5,2036,2136,215245,44,44,4.0,2,2,3.1,2.37,4.48,0.0,5.06,5,Timber,1Fam,1Story,TA,TA,Y,375000,375000,0
411,L-000411,2009-05-18,2009-06-17,0,34.7,5,3,1276,1276,9571,51,51,1.0,1,0,1.53,6.09,1.61,0.0,5.06,5,Edwards,1Fam,1Story,TA,TA,Y,60000,60000,0
179,L-000179,2009-05-18,2009-07-10,1,49.1,9,5,2234,2216,17423,1,0,3.0,3,1,0.56,5.07,1.19,101000.0,5.06,5,StoneBr,1Fam,1Story,Ex,Ex,Y,501837,501837,0
929,L-000929,2009-05-20,2009-06-25,0,30.1,8,5,1788,1753,11838,8,8,2.0,2,1,2.52,2.56,3.43,0.0,5.06,5,CollgCr,1Fam,1Story,Gd,Ex,Y,236500,236500,0
588,L-000588,2009-05-26,2009-07-09,0,41.5,5,6,860,840,8740,27,27,2.0,2,0,0.84,3.24,3.75,0.0,5.06,5,Sawyer,1Fam,SFoyer,TA,TA,Y,137000,137000,0
134,L-000134,2009-05-26,2009-06-21,1,26.7,8,5,1296,1267,6853,8,7,3.0,2,0,3.02,3.05,4.17,34600.0,5.06,5,Timber,1Fam,1Story,Gd,Gd,Y,220000,220000,0
37,L-000037,2009-05-27,2009-06-15,1,31.0,5,5,1097,1097,10859,15,14,1.5,2,0,3.01,2.08,2.44,33300.0,5.06,5,CollgCr,1Fam,1Story,TA,TA,Y,145000,145000,0
366,L-000366,2009-05-28,2009-07-07,1,46.6,5,7,1344,672,10690,89,12,1.0,1,0,1.3,4.1,0.82,37000.0,5.06,5,IDOTRR,1Fam,2Story,TA,TA,Y,147000,147000,0
1074,L-001074,2009-05-28,2009-07-21,0,35.8,6,6,1426,690,7950,32,32,1.5,2,0,1.59,4.0,1.68,0.0,5.06,5,Edwards,1Fam,2Story,TA,TA,Y,159500,159500,0
367,L-000367,2009-05-28,2009-07-06,0,32.6,6,5,1394,1394,9500,46,46,2.5,2,2,3.47,1.38,2.45,0.0,5.06,5,NAmes,1Fam,1Story,TA,TA,Y,159000,159000,0
553,L-000553,2009-05-30,2009-07-10,0,32.1,8,5,1717,1709,11146,3,3,2.0,3,1,1.77,3.48,3.64,0.0,5.06,5,NridgHt,1Fam,1Story,Gd,Gd,Y,255500,255500,0
573,L-000573,2009-05-30,2009-07-17,0,29.5,7,5,1692,846,13159,0,0,2.5,2,0,2.74,2.54,3.31,0.0,5.06,5,Timber,1Fam,2Story,TA,Gd,Y,224500,224500,0
380,L-000380,2009-05-30,2009-06-24,0,32.0,6,5,1800,982,8123,9,9,2.5,2,1,3.87,1.43,2.13,0.0,5.06,5,Gilbert,1Fam,2Story,TA,TA,Y,179000,179000,0
582,L-000582,2009-06-01,2009-08-05,1,32.0,8,5,2042,2042,12704,1,0,2.5,3,1,1.63,4.35,3.52,71700.0,5.04,6,NridgHt,1Fam,1Story,Ex,Ex,Y,253293,253293,0
764,L-000764,2009-06-01,2009-07-02,0,47.3,8,5,2365,1252,9430,10,10,3.5,3,1,0.71,5.44,0.93,0.0,5.04,6,NoRidge,1Fam,2Story,Gd,Gd,Y,337000,337000,0
910,L-000910,2009-06-02,2009-06-22,0,32.6,6,5,1484,742,12589,4,4,2.5,2,1,3.26,1.27,3.29,0.0,5.04,6,Gilbert,1Fam,2Story,Gd,Gd,Y,174000,174000,0
1124,L-001124,2009-06-02,2009-06-26,1,34.7,5,9,698,698,9405,62,1,1.5,0,0,1.76,4.35,1.5,34100.0,5.04,6,Edwards,1Fam,1Story,TA,TA,Y,118000,118000,0
189,L-000189,2009-06-02,2009-06-15,0,40.4,5,5,1224,1086,7018,30,30,3.0,2,2,1.6,2.32,3.87,0.0,5.04,6,SawyerW,Duplex,SFoyer,TA,TA,Y,153337,153337,0
1059,L-001059,2009-06-03,2009-07-27,0,32.4,9,5,2184,1104,11308,1,1,3.5,3,1,1.64,4.18,3.25,0.0,5.04,6,NridgHt,1Fam,2Story,Ex,Ex,Y,335000,335000,0
1353,L-001353,2009-06-03,2009-07-02,1,48.9,6,9,1176,698,6000,72,9,1.0,2,0,1.9,0.73,2.16,35000.0,5.04,6,BrkSide,1Fam,1.5Fin,Gd,TA,Y,134900,134900,0
49,L-000049,2009-06-04,2009-06-27,1,60.1,4,5,1452,736,4456,89,1,2.0,0,0,0.54,3.54,0.53,46000.0,5.04,6,OldTown,2fmCon,2Story,TA,TA,Y,113000,113000,0
1046,L-001046,2009-06-04,2009-06-23,0,31.2,3,5,1733,0,13680,54,54,2.0,2,1,1.97,5.09,2.12,0.0,5.04,6,Edwards,1Fam,1Story,TA,TA,Y,139600,139600,0
1189,L-001189,2009-06-04,2009-07-20,0,34.8,7,5,1660,831,8935,7,7,2.5,2,0,1.88,2.51,2.37,0.0,5.04,6,CollgCr,1Fam,2Story,Gd,Gd,Y,195000,195000,0
88,L-000088,2009-06-05,2009-06-25,0,36.6,6,5,1224,612,3951,0,0,2.5,2,0,1.85,3.69,2.55,0.0,5.04,6,Somerst,TwnhsE,2Story,Gd,Gd,Y,164500,164500,0
784,L-000784,2009-06-05,2009-07-13,0,31.1,5,6,1110,1097,9101,31,31,2.0,2,1,3.16,4.22,0.94,0.0,5.04,6,Mitchel,1Fam,SFoyer,TA,Gd,Y,165500,165500,0
1369,L-001369,2009-06-06,2009-06-18,1,34.5,6,5,848,848,4435,6,5,2.0,2,0,2.98,2.67,2.48,30500.0,5.04,6,CollgCr,TwnhsE,1Story,Gd,Gd,Y,144000,144000,0
132,L-000132,2009-06-07,2009-07-07,0,29.4,6,5,2054,992,12224,9,9,3.5,2,1,3.9,1.73,2.81,0.0,5.04,6,Gilbert,1Fam,2Story,Gd,Gd,Y,244000,244000,0
1008,L-001008,2009-06-07,2009-08-27,0,37.2,4,4,1092,546,2217,39,39,1.5,1,0,2.31,2.33,2.91,0.0,5.04,6,MeadowV,TwnhsE,2Story,TA,TA,Y,88000,88000,0
518,L-000518,2009-06-08,2009-07-22,1,46.1,7,5,2344,1264,10208,13,12,2.5,3,1,0.68,8.09,0.99,64300.0,5.04,6,NoRidge,1Fam,2Story,Gd,Gd,Y,265000,265000,0
1351,L-001351,2009-06-09,2009-08-22,0,37.4,5,5,2634,1248,11643,40,40,4.5,4,0,2.54,2.52,1.98,0.0,5.04,6,NAmes,Duplex,2Story,TA,TA,Y,200000,200000,0
1091,L-001091,2009-05-17,2009-06-22,0,30.4,3,4,1040,0,8544,59,59,2.0,2,0,3.06,2.33,2.31,0.0,5.04,5,NAmes,Duplex,1Story,TA,TA,N,92900,92900,0
585,L-000585,2009-06-10,2009-07-03,1,49.0,4,7,1573,884,6120,74,14,1.0,1,0,1.82,0.65,2.91,22000.0,5.04,6,BrkSide,1Fam,1.5Fin,TA,Gd,Y,133000,133000,0
213,L-000213,2009-06-10,2009-07-11,0,37.8,7,5,1852,900,8640,0,0,3.5,2,1,1.98,2.86,2.21,0.0,5.04,6,Somerst,1Fam,2Story,TA,Gd,Y,252678,252678,0
682,L-000682,2009-06-10,2009-07-19,1,43.6,5,5,1520,793,4500,77,9,1.0,1,0,2.75,0.88,3.63,34400.0,5.04,6,SWISU,1Fam,1.5Fin,TA,TA,Y,159434,159434,0
985,L-000985,2009-06-11,2009-08-20,0,30.3,5,5,1734,0,10125,32,32,2.0,2,0,3.86,3.99,0.81,0.0,5.04,6,Mitchel,Duplex,1.5Fin,TA,Gd,Y,126000,126000,0
460,L-000460,2009-06-11,2009-07-19,0,40.5,5,4,1203,709,7015,59,59,2.0,1,1,2.96,0.52,2.91,0.0,5.04,6,BrkSide,1Fam,1.5Fin,TA,Gd,Y,110000,110000,0
1378,L-001378,2009-06-12,2009-07-14,1,38.7,5,5,1604,984,10998,68,49,2.0,2,0,1.17,4.53,1.78,38300.0,5.04,6,Edwards,1Fam,1.5Fin,TA,TA,Y,117000,117000,0
1148,L-001148,2009-06-12,2009-07-18,1,33.2,7,7,1564,704,12000,68,59,1.5,1,1,2.53,1.38,4.84,68700.0,5.04,6,Crawfor,1Fam,2Story,TA,Fa,Y,174500,174500,0
824,L-000824,2009-06-13,2009-07-08,1,37.8,6,7,1489,778,9900,69,59,2.0,1,1,3.26,0.66,2.97,37100.0,5.04,6,SWISU,1Fam,1.5Fin,TA,TA,Y,139500,139500,0
510,L-000510,2009-06-13,2009-07-03,0,31.3,5,6,1041,1041,9600,50,50,2.0,1,0,4.23,1.4,2.2,0.0,5.04,6,NAmes,1Fam,1Story,TA,TA,Y,124500,124500,0
569,L-000569,2009-06-13,2009-09-09,1,31.1,8,8,2132,1496,12327,26,0,2.5,2,1,2.53,2.02,4.04,126200.0,5.04,6,SawyerW,1Fam,1.5Fin,Gd,Gd,Y,316600,316600,0
946,L-000946,2009-06-14,2009-09-06,1,60.6,5,6,1869,1088,8820,119,13,1.0,2,0,0.49,4.99,0.43,41500.0,5.04,6,OldTown,1Fam,1.5Fin,TA,TA,Y,124900,124900,0
232,L-000232,2009-06-14,2009-07-17,1,45.2,8,5,2794,1462,15138,14,13,3.5,3,1,0.74,5.87,1.19,66500.0,5.04,6,NoRidge,1Fam,2Story,Gd,Ex,Y,403000,403000,0
623,L-000623,2009-06-14,2009-07-15,0,40.7,5,6,980,980,7064,32,32,1.0,2,0,1.03,2.48,3.5,0.0,5.04,6,Sawyer,1Fam,1Story,TA,TA,Y,135000,135000,0
26,L-000026,2009-06-15,2009-07-26,0,30.2,8,5,1600,1566,14230,2,2,2.0,3,1,1.87,4.42,3.67,0.0,5.04,6,NridgHt,1Fam,1Story,Gd,Gd,Y,256300,256300,0
1258,L-001258,2009-06-16,2009-07-01,1,37.9,5,8,864,864,4060,87,59,1.0,0,0,2.0,4.7,1.52,22500.0,5.04,6,Edwards,1Fam,1Story,TA,TA,Y,99900,99900,0
679,L-000679,2009-06-16,2009-07-11,0,43.0,8,5,2046,2046,11844,1,1,2.5,3,1,0.81,5.78,1.53,0.0,5.04,6,StoneBr,1Fam,1Story,Gd,Gd,Y,372500,372500,0
486,L-000486,2009-06-17,2009-07-07,1,33.8,5,7,1113,1113,9600,59,2,1.0,1,1,2.52,2.48,1.52,29900.0,5.04,6,NAmes,1Fam,1Story,Gd,Gd,Y,147000,147000,0
864,L-000864,2009-06-19,2009-07-21,0,30.5,5,5,1148,1148,7931,50,50,2.0,1,0,3.25,2.09,2.32,0.0,5.04,6,NAmes,1Fam,1Story,TA,TA,Y,132500,132500,0
188,L-000188,2009-06-19,2009-08-22,1,53.9,5,7,1656,660,10410,93,22,2.5,1,0,0.67,4.1,0.33,48700.0,5.04,6,OldTown,1Fam,1.5Fin,TA,TA,Y,135000,135000,0
972,L-000972,2009-06-20,2009-07-13,1,30.5,7,5,1626,764,2268,6,5,2.0,2,0,1.82,4.4,3.77,36100.0,5.04,6,NridgHt,Twnhs,2Story,Gd,Gd,Y,173000,173000,0
330,L-000330,2009-06-22,2009-07-13,1,44.6,5,5,1192,596,6402,89,59,1.0,1,0,1.29,4.16,1.24,42100.0,5.04,6,IDOTRR,1Fam,2Story,TA,TA,N,78000,78000,0
982,L-000982,2009-06-22,2009-07-24,1,48.6,8,5,2612,1225,12203,11,10,3.5,3,1,0.65,6.11,0.8,114700.0,5.04,6,NoRidge,1Fam,2Story,Gd,Gd,Y,336000,336000,0
975,L-000975,2009-06-22,2009-10-02,1,46.8,7,8,2019,728,11414,99,16,1.0,2,0,2.66,0.63,1.97,51800.0,5.04,6,BrkSide,1Fam,2Story,TA,Gd,N,167500,167500,0
357,L-000357,2009-06-23,2009-07-16,0,29.7,6,6,1167,1158,9248,17,17,3.0,2,0,3.39,1.65,4.06,0.0,5.04,6,Gilbert,1Fam,1Story,TA,Gd,Y,173000,173000,0
316,L-000316,2009-06-24,2009-07-20,1,30.7,7,5,1432,716,7795,5,4,3.5,2,1,5.36,1.06,2.76,40600.0,5.04,6,Gilbert,1Fam,2Story,Gd,Gd,Y,188500,188500,0
653,L-000653,2009-06-25,2009-07-26,0,29.0,7,5,1716,880,8750,13,13,2.5,2,1,2.61,2.77,3.8,0.0,5.04,6,CollgCr,1Fam,2Story,Gd,Gd,Y,191000,191000,0
885,L-000885,2009-06-25,2009-07-25,0,36.1,5,5,892,892,7150,42,42,1.0,1,0,2.62,1.27,2.28,0.0,5.04,6,NAmes,1Fam,1Story,TA,TA,Y,100000,100000,0
932,L-000932,2009-06-26,2009-07-15,0,31.3,5,6,925,925,9100,44,44,1.5,1,0,3.06,2.1,2.19,0.0,5.04,6,NAmes,1Fam,1Story,TA,TA,Y,117500,117500,0
934,L-000934,2009-06-26,2009-08-17,0,31.5,7,5,1500,1500,8487,5,5,2.0,2,0,2.66,2.65,2.03,0.0,5.04,6,CollgCr,1Fam,1Story,Gd,Gd,Y,190000,190000,0
440,L-000440,2009-06-27,2009-08-13,1,35.3,6,8,1196,684,12354,89,9,1.0,2,0,1.76,4.95,1.18,37600.0,5.04,6,Edwards,1Fam,1.5Fin,TA,Gd,Y,110000,110000,0
317,L-000317,2009-06-27,2009-08-15,0,23.2,7,7,2353,845,13005,29,29,3.5,2,1,4.71,3.15,3.76,0.0,5.04,6,NWAmes,1Fam,2Story,Gd,Ex,Y,260000,260000,0
1001,L-001001,2009-06-28,2009-07-09,0,28.5,3,3,944,0,10206,57,57,1.0,2,0,2.43,6.52,1.9,0.0,5.04,6,Edwards,1Fam,1Story,TA,Fa,N,82000,82000,0
1158,L-001158,2009-06-28,2009-07-26,1,33.4,7,5,1314,1314,5001,2,1,3.0,2,1,1.82,3.54,2.29,27600.0,5.04,6,NridgHt,Twnhs,1Story,Gd,Gd,Y,230000,230000,0
1099,L-001099,2009-06-30,2009-07-26,1,45.0,4,6,1324,672,6000,73,59,1.0,1,0,2.75,0.64,2.71,38800.0,5.04,6,BrkSide,1Fam,1.5Fin,TA,TA,Y,128000,128000,0
723,L-000723,2009-07-01,2009-07-18,0,31.4,4,7,864,864,8120,39,39,1.0,2,0,2.89,1.85,2.99,0.0,4.98,7,NAmes,1Fam,1Story,TA,TA,Y,124500,124500,0
517,L-000517,2009-07-02,2009-08-27,0,20.8,6,6,2119,689,10448,37,37,2.5,2,1,4.82,4.92,3.79,0.0,4.98,7,NWAmes,1Fam,SLvl,TA,TA,Y,158000,158000,0
577,L-000577,2009-07-03,2009-08-08,1,36.0,7,7,1477,861,6292,81,59,2.5,1,1,2.75,0.77,6.25,40900.0,4.98,7,SWISU,1Fam,1.5Fin,TA,TA,Y,145000,145000,0
300,L-000300,2009-07-05,2009-08-09,1,40.9,6,8,1152,1092,14000,59,5,1.5,1,1,1.48,1.14,4.37,35400.0,4.98,7,Crawfor,1Fam,1Story,TA,Gd,Y,158500,158500,0
880,L-000880,2009-07-08,2009-07-22,1,30.0,5,8,864,864,7000,31,4,2.0,1,0,2.42,3.28,2.71,27100.0,4.98,7,CollgCr,1Fam,1Story,Gd,TA,Y,136500,136500,0
1179,L-001179,2009-07-09,2009-07-21,1,39.4,5,6,1343,731,7681,88,59,1.5,1,1,1.66,1.02,6.19,24600.0,4.98,7,Crawfor,1Fam,1.5Fin,TA,TA,Y,154900,154900,0
426,L-000426,2009-07-09,2009-09-21,1,58.7,7,8,1389,651,3378,63,17,1.5,1,2,0.6,3.79,0.52,36100.0,4.98,7,OldTown,1Fam,2Story,TA,TA,Y,135000,135000,0
1187,L-001187,2009-07-10,2009-08-10,1,58.9,3,5,1699,978,10615,109,39,3.0,2,0,0.71,3.08,0.4,31600.0,4.98,7,OldTown,2fmCon,2Story,TA,TA,Y,95000,95000,0
1412,L-001412,2009-07-11,2009-09-19,1,31.5,6,8,1668,856,9600,59,4,1.5,1,0,3.48,2.14,1.57,93600.0,4.98,7,NAmes,1Fam,1.5Fin,TA,TA,Y,140000,140000,0
1037,L-001037,2009-07-12,2009-09-10,1,27.1,9,5,1620,1620,12898,2,1,3.0,3,1,2.91,3.43,3.42,51400.0,4.98,7,Timber,1Fam,1Story,Gd,Ex,Y,315500,315500,0
875,L-000875,2009-07-12,2009-08-19,1,67.3,5,6,1131,676,5720,68,59,1.5,1,0,0.46,4.55,0.37,21100.0,4.98,7,OldTown,1Fam,1.5Fin,TA,TA,Y,66500,66500,0
606,L-000606,2009-07-12,2009-10-04,1,32.3,7,6,1986,768,13600,44,19,2.5,2,3,3.37,1.93,1.63,135200.0,4.98,7,NAmes,1Fam,2Story,TA,TA,Y,205000,205000,0
937,L-000937,2009-07-12,2009-08-06,0,39.0,7,5,1200,1176,10083,6,6,3.0,2,0,1.63,1.52,2.96,0.0,4.98,7,SawyerW,1Fam,1Story,Gd,Gd,Y,184900,184900,0
516,L-000516,2009-07-13,2009-09-05,0,27.8,10,5,2020,2006,12220,0,0,3.5,3,1,2.56,4.25,2.94,0.0,4.98,7,NridgHt,1Fam,1Story,Ex,Ex,Y,402861,402861,0
1272,L-001272,2009-07-16,2009-08-11,0,38.1,6,7,1489,1489,9156,41,41,2.0,2,1,2.65,3.82,2.87,0.0,4.98,7,NWAmes,1Fam,1Story,TA,Gd,Y,185750,185750,0
866,L-000866,2009-07-17,2009-08-16,0,30.1,5,6,1002,1002,8750,39,39,2.0,2,0,3.26,2.5,1.94,0.0,4.98,7,NAmes,1Fam,1Story,TA,TA,Y,148500,148500,0
57,L-000057,2009-07-18,2009-08-20,1,39.1,8,5,1739,970,2645,10,9,3.5,2,0,2.04,2.3,2.05,43200.0,4.98,7,Somerst,Twnhs,2Story,Gd,Gd,Y,172500,172500,0
427,L-000427,2009-07-19,2009-08-15,0,31.9,7,5,1644,1518,12800,20,20,3.5,2,1,2.6,1.73,3.98,0.0,4.98,7,SawyerW,1Fam,SLvl,Gd,Gd,Y,275000,275000,0
1289,L-001289,2009-07-19,2009-10-16,0,42.6,8,5,1659,1501,5664,9,9,3.0,2,1,0.88,5.99,1.29,0.0,4.98,7,StoneBr,TwnhsE,1Story,Gd,Ex,Y,278000,278000,0
479,L-000479,2009-07-20,2009-09-14,1,28.2,8,5,1718,1705,10637,2,1,3.0,3,1,3.06,2.92,2.8,54000.0,4.98,7,CollgCr,1Fam,1Story,Gd,Gd,Y,297000,297000,0
854,L-000854,2009-07-21,2009-08-25,0,31.9,6,6,1445,1127,12095,45,45,1.5,2,1,3.08,1.73,2.51,0.0,4.98,7,NAmes,1Fam,SLvl,TA,TA,Y,158000,158000,0
140,L-000140,2009-07-16,2009-08-17,0,30.8,6,5,1764,928,15426,12,12,3.5,2,0,2.55,2.88,2.32,0.0,4.98,7,CollgCr,1Fam,2Story,TA,Gd,Y,231500,231500,0
93,L-000093,2009-07-24,2009-08-05,1,32.3,5,7,964,876,13360,88,3,2.0,2,0,2.81,1.36,4.81,21100.0,4.98,7,Crawfor,1Fam,1Story,TA,TA,Y,163500,163500,0
871,L-000871,2009-07-25,2009-08-26,0,48.3,5,5,894,894,6600,47,47,1.0,1,0,2.17,1.54,1.6,0.0,4.98,7,NAmes,1Fam,1Story,TA,TA,N,109500,109500,0
992,L-000992,2009-07-25,2009-11-20,1,58.9,8,9,1742,916,17671,127,23,1.5,2,1,0.97,4.27,0.35,55300.0,4.98,7,OldTown,1Fam,2Story,Gd,Gd,Y,168000,168000,0
1018,L-001018,2009-07-26,2009-08-16,0,45.6,8,5,1360,1220,5814,25,25,2.0,2,1,0.68,5.93,1.34,0.0,4.98,7,StoneBr,TwnhsE,1Story,Gd,Gd,Y,187500,187500,0
1043,L-001043,2009-07-28,2009-08-11,0,34.0,6,5,1306,1306,5381,4,4,3.0,2,1,1.8,3.5,2.09,0.0,4.98,7,NridgHt,Twnhs,1Story,Gd,Gd,Y,196000,196000,0
716,L-000716,2009-08-01,2009-08-27,0,24.8,6,5,1350,1064,10140,35,35,2.0,2,1,4.16,2.84,3.67,0.0,5.0,8,NWAmes,1Fam,1Story,TA,TA,Y,165000,165000,0
1213,L-001213,2009-08-03,2009-08-13,1,33.3,4,6,672,672,9340,68,59,2.0,1,0,1.7,6.03,1.67,20800.0,5.0,8,Edwards,1Fam,1Story,TA,TA,Y,113000,113000,0
465,L-000465,2009-08-04,2009-08-20,0,28.8,5,5,1040,1040,8430,31,31,2.0,0,0,3.07,2.57,2.9,0.0,5.0,8,CollgCr,1Fam,1Story,TA,TA,Y,124000,124000,0
848,L-000848,2009-08-05,2009-08-15,0,33.7,5,6,864,864,15523,37,37,2.0,1,1,2.06,2.59,2.35,0.0,5.0,8,CollgCr,1Fam,1Story,TA,TA,Y,133500,133500,0
1414,L-001414,2009-08-05,2009-09-24,1,36.4,8,5,1844,1844,10994,4,3,3.0,2,1,1.63,1.86,4.14,79400.0,5.0,8,SawyerW,1Fam,1Story,Gd,Gd,Y,257000,257000,0
645,L-000645,2009-08-05,2009-10-10,0,44.0,9,5,1766,1766,9187,0,0,3.5,3,1,1.2,2.49,2.53,0.0,5.0,8,Somerst,1Fam,1Story,Ex,Ex,Y,370878,370878,0
791,L-000791,2009-08-06,2009-09-05,1,31.3,7,5,1145,1145,3182,4,3,2.0,2,1,2.73,4.07,1.23,19900.0,5.0,8,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,160200,160200,0
193,L-000193,2009-08-10,2009-09-09,0,29.7,7,5,1431,1431,9017,10,10,3.0,2,0,2.94,2.48,2.68,0.0,5.0,8,CollgCr,1Fam,1Story,Gd,Gd,Y,192000,192000,0
117,L-000117,2009-08-11,2009-09-19,0,39.8,5,5,1092,1092,11616,47,47,1.5,1,1,0.99,2.68,4.7,0.0,5.0,8,Sawyer,1Fam,1Story,TA,TA,Y,139000,139000,0
446,L-000446,2009-08-16,2009-11-22,0,34.2,6,5,1689,1436,9855,53,53,1.0,2,1,1.91,6.16,1.04,0.0,5.0,8,Edwards,1Fam,1Story,TA,TA,Y,127500,127500,0
1385,L-001385,2009-08-18,2009-10-25,1,42.2,6,5,1258,560,9060,70,59,1.0,1,0,1.06,4.33,1.16,39600.0,5.0,8,Edwards,1Fam,1.5Fin,TA,TA,Y,105000,105000,0
397,L-000397,2009-08-19,2009-09-01,0,32.3,5,5,894,894,7200,37,37,1.0,2,0,2.58,2.28,2.23,0.0,5.0,8,CollgCr,1Fam,1Story,TA,TA,Y,123000,123000,0
1283,L-001283,2009-08-19,2009-09-03,1,29.8,5,7,1040,1040,8800,32,1,2.0,2,0,2.91,2.21,3.3,23000.0,5.0,8,CollgCr,1Fam,1Story,TA,Gd,Y,150500,150500,0
1451,L-001451,2009-08-21,2009-09-20,0,31.7,5,5,1792,896,9000,35,35,3.0,0,0,2.74,2.52,1.95,0.0,5.0,8,NAmes,Duplex,2Story,TA,TA,Y,136000,136000,0
388,L-000388,2009-08-22,2009-10-18,0,29.1,6,6,1125,1041,7200,33,33,2.0,1,1,2.43,4.52,2.27,0.0,5.0,8,Edwards,1Fam,SLvl,TA,TA,Y,125000,125000,0
874,L-000874,2009-08-22,2009-09-18,1,34.6,5,7,1268,832,12144,60,59,1.0,1,1,2.34,1.74,2.51,24500.0,5.0,8,NAmes,1Fam,1Story,Gd,TA,Y,133000,133000,0
276,L-000276,2009-08-23,2009-10-20,1,41.6,7,7,1548,952,7264,84,2,2.5,2,0,2.35,0.71,2.26,52100.0,5.0,8,BrkSide,1Fam,1.5Fin,Gd,Ex,N,205000,205000,0
744,L-000744,2009-08-23,2009-10-15,1,46.6,5,6,1464,520,12886,46,10,2.5,2,1,0.66,2.21,3.83,92400.0,5.0,8,Sawyer,1Fam,SLvl,TA,TA,Y,175000,175000,0
1142,L-001142,2009-08-23,2009-10-01,0,34.2,5,7,1868,780,10304,33,33,3.5,2,1,3.29,4.45,3.9,0.0,5.0,8,NWAmes,1Fam,2Story,TA,Gd,Y,197500,197500,0
1455,L-001455,2009-08-25,2009-10-22,1,43.8,7,5,1221,1221,7500,5,4,3.0,2,0,1.43,2.41,1.69,30700.0,5.0,8,Somerst,1Fam,1Story,Gd,Gd,Y,185000,185000,0
38,L-000038,2009-08-25,2009-10-15,1,32.6,5,6,1297,1297,8532,55,19,1.5,2,1,2.7,1.88,2.51,43100.0,5.0,8,NAmes,1Fam,1Story,TA,TA,Y,153000,153000,0
